Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
181,D Ramdin,2007-2021,147,2034,24.21,113.69,150,64,2007,2021,15,48.37758112094395,True,False,False,True,Experienced Anchor,Experienced Anchor
182,JM Bairstow,2012-2025,80,2031,31.24,139.2,201,89,2012,2025,14,65.87887740029542,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
183,Sachin Baby,2011-2024,102,2026,29.79,131.98,169,64,2011,2024,14,52.319842053307006,True,False,False,True,Experienced Anchor,Experienced Anchor
184,HH Gibbs,2007-2013,93,2020,23.76,117.51,219,58,2007,2013,7,60.59405940594059,True,False,False,True,Experienced Anchor,Experienced Anchor
185,R Tewatia,2014-2024,154,2008,27.5,143.32,185,86,2014,2024,11,62.54980079681275,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
186,WIA Fernando,2019-2024,70,1991,33.18,141.2,175,102,2019,2024,6,65.8965344048217,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
187,Gurkeerat Singh,2011-2023,119,1986,25.46,123.66,188,70,2011,2023,13,59.01309164149043,True,False,False,True,Experienced Anchor,Experienced Anchor
188,PBB Rajapaksa,2012-2024,100,1980,23.85,139.92,176,97,2012,2024,13,64.94949494949495,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
189,TD Agarwal,2015-2024,72,1976,29.49,128.81,209,52,2015,2024,10,58.097165991902834,True,False,False,True,Experienced Anchor,Experienced Anchor
190,Iftikhar Ahmed,2016-2025,118,1976,26.0,128.64,141,93,2016,2025,10,56.78137651821862,True,False,False,True,Experienced Anchor,Experienced Anchor
191,LJ Evans,2019-2025,80,1970,31.26,140.01,181,80,2019,2025,7,61.11675126903553,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
192,CS Delport,2014-2022,97,1959,22.51,132.36,181,91,2014,2022,9,64.82899438489025,False,True,False,True,Experienced Power Hitter,Experienced Versatile Batter
193,JP Inglis,2017-2024,87,1957,28.36,140.89,179,66,2017,2024,8,56.821665815022996,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor
194,CT Bancroft,2014-2025,83,1952,32.53,122.92,146,48,2014,2025,12,44.67213114754098,True,False,False,True,Experienced Anchor,Experienced Anchor
195,D Wiese,2012-2025,160,1928,24.1,144.52,126,108,2012,2025,14,59.75103734439834,True,False,True,True,Experienced Anchor Finisher,Experienced Explosive Finisher
196,L Ronchi,2008-2020,85,1927,26.39,154.53,202,94,2008,2020,13,71.1987545407369,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
197,AT Carey,2017-2025,62,1922,33.13,129.68,188,51,2017,2025,9,55.04682622268471,True,False,False,True,Experienced Anchor,Experienced Anchor
198,Shahid Afridi,2007-2022,166,1902,16.68,153.14,134,118,2007,2022,16,65.40483701366982,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
199,IK Pathan,2007-2020,165,1897,22.85,123.34,145,64,2007,2020,14,50.81707959936742,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
200,TLW Cooper,2010-2022,121,1891,21.01,124.81,164,63,2010,2022,13,54.680063458487574,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
201,Soumya Sarkar,2012-2025,127,1879,16.62,112.51,186,66,2012,2025,14,60.67056945183609,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
202,TL Seifert,2020-2025,84,1843,28.35,124.1,165,71,2020,2025,6,58.92566467715681,True,False,False,True,Experienced Anchor,Experienced Anchor
203,HE van der Dussen,2013-2025,61,1813,37.0,131.28,136,74,2013,2025,13,54.495311638168786,True,False,False,True,Experienced Anchor,Experienced Anchor
204,SP Jackson,2009-2023,84,1812,27.45,120.07,170,68,2009,2023,15,60.04415011037527,True,False,False,True,Experienced Anchor,Experienced Anchor
205,MT Renshaw,2018-2025,80,1800,26.08,132.84,140,55,2018,2025,8,49.44444444444444,True,False,False,True,Experienced Anchor,Experienced Anchor
206,JJ Peirson,2014-2024,114,1794,22.14,121.21,154,42,2014,2024,11,48.3835005574136,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
207,RK Bhui,2014-2024,71,1789,33.75,143.81,124,107,2014,2024,11,63.61095584125209,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
208,Asif Ali,2013-2024,141,1777,19.1,148.2,108,125,2013,2024,12,66.51660101294317,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
209,IR Jaggi,2009-2021,68,1750,34.31,121.95,190,38,2009,2021,13,56.45714285714286,True,False,False,True,Experienced Anchor,Experienced Anchor
210,UBT Chand,2010-2024,89,1748,21.58,114.39,155,73,2010,2024,15,60.526315789473685,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
211,R Dhawan,2007-2024,134,1739,29.98,121.43,159,40,2007,2024,18,50.3737780333525,True,False,False,True,Experienced Anchor,Experienced Anchor
212,AS Lamba,2013-2021,60,1730,31.45,109.49,160,53,2013,2021,9,55.3757225433526,True,False,False,True,Experienced Anchor,Experienced Anchor
213,Shan Masood,2019-2024,65,1715,28.58,128.08,198,24,2019,2024,6,54.57725947521865,True,False,False,True,Experienced Anchor,Experienced Anchor
214,Shadab Khan,2017-2024,148,1709,18.37,135.09,115,87,2017,2024,8,57.460503218256285,False,False,True,True,Experienced Finisher,Experienced Balanced Batter
215,GH Vihari,2010-2023,89,1707,21.88,115.72,157,42,2010,2023,14,51.55243116578794,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
216,JO Holder,2013-2025,179,1695,16.95,128.5,113,99,2013,2025,13,61.71091445427729,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
217,MJ Lumb,2010-2017,71,1684,24.76,131.87,194,52,2010,2017,8,64.60807600950119,True,True,False,True,Experienced Versatile Batter,Experienced Versatile Batter
218,Mohammad Naim,2019-2025,71,1683,26.71,118.6,163,65,2019,2025,7,61.913250148544265,True,False,False,True,Experienced Anchor,Experienced Anchor
219,SA Asnodkar,2007-2018,72,1658,24.02,124.84,185,42,2007,2018,12,59.83112183353438,True,False,False,True,Experienced Anchor,Experienced Anchor
220,OA Shah,2007-2015,80,1654,30.07,119.5,112,62,2007,2015,9,49.57678355501814,True,False,False,True,Experienced Anchor,Experienced Anchor
221,WG Jacks,2020-2025,63,1646,28.87,160.58,139,104,2020,2025,6,71.68894289185906,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
222,Rashid Khan,2016-2025,311,1642,13.91,147.13,128,103,2016,2025,10,68.81851400730817,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
223,CR Brathwaite,2013-2024,168,1640,16.56,143.23,112,107,2013,2024,12,66.46341463414635,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
224,Towhid Hridoy,2019-2025,69,1630,28.59,131.77,145,63,2019,2025,7,58.77300613496933,True,False,False,True,Experienced Anchor,Experienced Anchor
225,SB Harper,2016-2025,91,1623,19.79,130.25,141,54,2016,2025,10,54.71349353049908,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
226,LD Chandimal,2010-2024,65,1620,30.0,131.6,162,55,2010,2024,15,60.370370370370374,True,True,False,True,Experienced Versatile Batter,Experienced Anchor
227,Vishnu Vinod,2014-2024,67,1620,31.15,142.23,144,82,2014,2024,11,65.92592592592592,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
228,DB Ravi Teja,2007-2021,89,1618,26.09,108.59,152,33,2007,2021,15,49.81458590852905,True,False,False,True,Experienced Anchor,Experienced Anchor
229,Rony Talukdar,2015-2025,84,1609,20.36,122.73,178,46,2015,2025,11,61.40459912989434,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
230,STR Binny,2009-2021,147,1606,20.07,126.25,116,63,2009,2021,13,52.42839352428393,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
231,B Vivek Singh,2014-2024,69,1605,27.67,132.31,158,75,2014,2024,11,67.41433021806854,True,True,False,True,Experienced Versatile Batter,Experienced Elite Batter
232,Mohammad Nawaz (3),2016-2025,135,1594,20.7,124.53,131,70,2016,2025,10,59.222082810539526,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
233,ML Hayden,2007-2012,47,1589,37.83,136.86,176,60,2007,2012,6,66.96035242290749,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
234,Nasir Hossain,2012-2023,89,1587,25.19,115.58,130,43,2012,2023,12,49.023314429741646,True,False,False,True,Experienced Anchor,Experienced Anchor
235,KB Arun Karthik,2009-2024,101,1586,22.65,127.49,138,55,2009,2024,16,55.61160151324086,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
236,BJ Webster,2017-2025,83,1577,28.67,120.38,109,48,2017,2025,9,45.90995561192137,True,False,False,True,Experienced Anchor,Experienced Anchor
237,KS Bharat,2013-2024,81,1573,23.13,116.77,139,59,2013,2024,12,57.85123966942148,True,False,False,True,Experienced Anchor,Experienced Anchor
238,HM Amla,2012-2020,52,1570,33.4,131.05,160,43,2012,2020,9,57.19745222929936,True,False,False,True,Experienced Anchor,Experienced Anchor
239,Mehidy Hasan Miraz,2016-2025,112,1566,18.86,123.89,138,64,2016,2025,10,59.77011494252874,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
240,PP Chawla,2007-2024,293,1565,14.9,123.52,135,59,2007,2024,18,57.12460063897764,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
241,Sarfaraz Ahmed,2016-2024,91,1562,29.47,121.93,138,26,2016,2024,9,45.32650448143406,True,False,False,True,Experienced Anchor,Experienced Anchor
242,K Ashwin Hebbar,2015-2024,59,1552,31.04,130.31,163,58,2015,2024,10,64.43298969072166,True,True,False,True,Experienced Versatile Batter,Experienced Elite Batter
243,Nurul Hasan,2013-2025,129,1551,19.14,121.26,130,52,2013,2025,13,53.6428110896196,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
244,RN ten Doeschate,2009-2021,87,1547,27.62,136.9,91,70,2009,2021,13,50.678733031674206,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor
245,TL Suman,2007-2015,75,1546,24.53,125.69,145,65,2007,2015,9,62.74256144890039,True,False,False,True,Experienced Anchor,Experienced Anchor
246,CA Pujara,2007-2022,69,1543,29.67,112.38,181,27,2007,2022,16,57.420609202851594,True,False,False,True,Experienced Anchor,Experienced Anchor
247,KV Sharma,2007-2024,178,1543,18.15,125.54,112,69,2007,2024,18,55.86519766688269,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
248,Misbah-ul-Haq,2007-2019,80,1528,29.38,116.19,100,63,2007,2019,13,50.916230366492144,True,False,False,True,Experienced Anchor,Experienced Anchor
249,PK Panchal,2014-2023,59,1522,28.71,128.11,166,37,2014,2023,10,58.21287779237845,True,False,False,True,Experienced Anchor,Experienced Anchor
250,M Bryant,2018-2025,71,1517,23.33,139.55,158,59,2018,2025,8,64.99670402109426,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
251,AC Voges,2010-2018,80,1513,28.01,119.32,121,20,2010,2018,9,39.92068737607403,True,False,False,True,Experienced Anchor,Experienced Anchor
252,B Sai Sudharsan,2021-2024,44,1512,39.78,130.45,140,35,2021,2024,4,50.92592592592593,True,False,False,False,Inexperienced Anchor,Experienced Anchor
253,AN Khare,2017-2024,53,1499,36.56,124.39,137,45,2017,2024,8,54.569713142094734,True,False,False,True,Experienced Anchor,Experienced Anchor
254,Sikandar Raza,2014-2024,96,1494,21.04,134.71,110,70,2014,2024,11,57.56358768406962,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
255,A Taide,2019-2024,52,1479,30.81,140.85,176,44,2019,2024,6,65.44962812711292,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
256,Abdul Samad,2019-2024,90,1478,26.87,146.77,99,90,2019,2024,6,63.32882273342354,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
257,N Jagadeesan,2017-2024,66,1475,31.38,125.31,133,51,2017,2024,8,56.8135593220339,True,False,False,True,Experienced Anchor,Experienced Anchor
258,PA Reddy,2010-2019,69,1468,24.06,123.15,123,50,2010,2019,10,53.950953678474114,True,False,False,True,Experienced Anchor,Experienced Anchor
259,Harbhajan Singh,2007-2021,251,1456,14.85,128.84,137,72,2007,2021,15,67.3076923076923,False,True,False,True,Experienced Power Hitter,Experienced Power Hitter
260,SK Kamat,2007-2019,58,1438,26.14,110.44,148,46,2007,2019,13,60.36161335187761,True,False,False,True,Experienced Anchor,Experienced Anchor
261,AV Wankhade,2011-2024,76,1434,29.87,136.31,82,69,2011,2024,14,51.743375174337515,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor
262,Yasir Ali,2015-2025,75,1425,24.56,128.84,103,74,2015,2025,11,60.07017543859649,True,False,False,True,Experienced Anchor,Experienced Anchor
263,MDKJ Perera,2010-2024,62,1421,24.5,140.55,147,52,2010,2024,15,63.33567909922589,True,True,True,True,Experienced Elite Batter,Experienced Explosive Finisher
264,SR Patel,2012-2024,108,1418,22.5,120.16,133,45,2012,2024,13,56.558533145275035,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
265,JDS Neesham,2013-2025,107,1417,22.49,134.69,114,62,2013,2025,13,58.4333098094566,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
266,Najibullah Zadran,2012-2024,89,1411,21.37,125.64,105,68,2012,2024,13,58.681785967399,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
267,Saim Ayub,2021-2024,52,1406,28.12,140.17,128,75,2021,2024,4,68.42105263157895,True,True,True,False,Inexperienced Elite Batter,Experienced Elite Batter
268,BJ Rohrer,2009-2018,86,1402,26.45,131.27,108,41,2009,2018,10,48.35948644793152,True,False,False,True,Experienced Anchor,Experienced Anchor
269,VP Solanki,2013-2024,71,1396,31.02,127.95,109,55,2013,2024,12,54.87106017191977,True,False,False,True,Experienced Anchor,Experienced Anchor
270,Yashpal Singh,2007-2019,63,1393,26.78,106.74,139,19,2007,2019,13,48.09763101220388,True,False,False,True,Experienced Anchor,Experienced Anchor
271,SC Ganguly,2007-2012,62,1392,24.85,106.91,142,43,2007,2012,6,59.33908045977011,True,False,False,True,Experienced Anchor,Experienced Anchor
272,JA Morkel,2007-2018,140,1392,21.41,137.68,84,80,2007,2018,12,58.620689655172406,False,False,True,True,Experienced Finisher,Experienced Balanced Batter
273,Y Venugopal Rao,2007-2014,83,1390,23.55,121.71,107,50,2007,2014,8,52.37410071942447,True,False,False,True,Experienced Anchor,Experienced Anchor
274,RR Hendricks,2021-2025,63,1387,27.19,117.54,133,43,2021,2025,5,56.957462148521984,True,False,False,True,Experienced Anchor,Experienced Anchor
275,Mohammad Haris,2022-2025,62,1387,23.11,155.14,139,70,2022,2025,4,70.36770007209805,True,True,True,False,Inexperienced Elite Batter,Experienced Elite Batter
276,Anmolpreet Singh,2015-2024,71,1382,26.07,132.62,132,44,2015,2024,10,57.3082489146165,True,False,False,True,Experienced Anchor,Experienced Anchor
277,Mominul Haque,2012-2024,85,1380,20.29,106.97,134,28,2012,2024,13,51.01449275362319,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
278,JA Burns,2012-2023,71,1372,24.94,118.89,94,51,2012,2023,12,49.70845481049563,True,False,False,True,Experienced Anchor,Experienced Anchor
279,Mosaddek Hossain,2015-2025,103,1372,21.77,109.93,114,41,2015,2025,11,51.16618075801749,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
280,RRS Cornwall,2013-2025,79,1369,19.84,150.1,117,105,2013,2025,13,80.20452885317751,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
281,MD Shanaka,2016-2024,90,1366,22.03,136.87,107,73,2016,2024,9,63.39677891654466,False,True,True,True,Experienced Explosive Finisher,Experienced Versatile Batter
282,T Stubbs,2022-2025,70,1365,31.74,140.72,84,69,2022,2025,4,54.94505494505495,True,False,True,False,Inexperienced Anchor Finisher,Experienced Anchor
283,Usman Khan,2021-2025,40,1348,38.51,153.0,157,49,2021,2025,5,68.39762611275965,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
284,GB Poddar,2013-2024,56,1342,27.38,122.33,122,38,2013,2024,12,53.3532041728763,True,False,False,True,Experienced Anchor,Experienced Anchor
285,SP Senapati,2017-2024,49,1336,31.8,126.27,97,56,2017,2024,8,54.191616766467064,True,False,False,True,Experienced Anchor,Experienced Anchor
286,MS Bisla,2007-2015,65,1324,21.7,110.7,143,35,2007,2015,9,59.06344410876133,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
287,JP Faulkner,2011-2022,153,1322,21.67,124.01,73,48,2011,2022,12,43.872919818456886,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
288,RL Chase,2018-2024,71,1319,28.67,123.61,103,49,2018,2024,7,53.525398028809704,True,False,False,True,Experienced Anchor,Experienced Anchor
289,HJ Rana,2015-2024,59,1312,23.85,119.16,146,31,2015,2024,10,58.6890243902439,True,False,False,True,Experienced Anchor,Experienced Anchor
290,AD Nath,2013-2022,86,1310,22.98,115.52,111,34,2013,2022,10,49.46564885496183,True,False,False,True,Experienced Anchor,Experienced Anchor
291,AM Hardie,2019-2025,68,1307,27.8,130.7,94,52,2019,2025,7,52.639632746748276,True,False,False,True,Experienced Anchor,Experienced Anchor
292,BJ Haddin,2007-2017,66,1300,23.63,127.95,112,53,2007,2017,11,58.92307692307692,True,False,False,True,Experienced Anchor,Experienced Anchor
293,P Nissanka,2021-2024,50,1296,25.92,123.19,129,31,2021,2024,4,54.166666666666664,True,False,False,False,Inexperienced Anchor,Experienced Anchor
294,Khushdil Shah,2017-2025,86,1295,30.11,151.46,87,77,2017,2025,9,62.54826254826254,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
295,AM Nayar,2007-2017,95,1291,21.51,123.77,107,49,2007,2017,11,55.92563903950426,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
296,Shahbaz Ahmed,2019-2024,104,1286,26.24,136.08,73,66,2019,2024,6,53.499222395023324,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor
