Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
923,Mayank Raghav,2019-2019,6,301,60.2,143.33,33,14,2019,2019,1,71.76079734219269,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Versatile Batter
924,SA Rawat,2017-2021,21,301,17.7,113.15,20,11,2017,2021,5,48.50498338870432,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
925,AS Joseph,2016-2024,107,300,13.04,106.38,21,14,2016,2024,9,56.00000000000001,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
926,JA Rudolph,2012-2013,14,300,33.33,112.35,31,5,2012,2013,2,51.33333333333333,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
927,AR Rohera,2023-2024,9,299,33.22,135.9,31,11,2023,2024,2,63.54515050167224,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Versatile Batter
928,UR Patel,2010-2017,25,298,21.28,112.03,20,6,2010,2017,8,38.92617449664429,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
929,AA Bhandari,2010-2019,45,297,11.42,110.0,18,12,2010,2019,10,48.484848484848484,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
930,P Chandila,2016-2022,25,297,19.8,111.23,27,9,2016,2022,7,54.54545454545454,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
931,D Himganekar,2017-2024,40,297,18.56,137.5,27,10,2017,2024,8,56.56565656565656,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
932,JD Desai,2007-2014,19,294,22.61,119.02,18,11,2007,2014,8,46.93877551020408,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
933,A Sahani,2019-2022,29,294,12.78,102.43,22,11,2019,2022,4,52.38095238095239,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
934,HT Tector,2021-2024,24,293,15.42,97.34,21,7,2021,2024,4,43.003412969283275,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
935,RGL Carters,2010-2016,31,292,15.36,101.03,16,6,2010,2016,7,34.24657534246575,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
936,MW Hill,2013-2016,12,292,26.54,121.66,24,9,2013,2016,4,51.369863013698634,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
937,BS Pati,2007-2016,21,291,13.85,97.65,30,3,2007,2016,10,47.42268041237113,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
938,Saad Nasim,2014-2018,14,290,24.16,130.04,26,8,2014,2018,5,52.41379310344828,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
939,SS Sharma,2021-2023,17,290,19.33,106.61,33,4,2021,2023,3,53.79310344827586,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
940,Usman Ghani,2016-2023,13,290,26.36,110.26,24,11,2016,2023,8,55.86206896551724,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
941,PP Jaswal,2014-2023,60,289,11.56,181.76,14,26,2014,2023,10,73.35640138408304,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
942,PP Singh,2019-2023,24,289,16.05,80.27,25,8,2019,2023,5,51.21107266435986,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
943,Taskin Ahmed,2013-2025,120,288,8.0,95.04,22,10,2013,2025,13,51.388888888888886,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
944,Asghar Afghan,2010-2021,16,287,22.07,103.61,13,13,2010,2021,12,45.29616724738676,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
945,Abhishek Goswami,2021-2023,12,286,23.83,116.73,32,9,2021,2023,3,63.63636363636363,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
946,AB Agarkar,2007-2013,61,286,14.3,125.43,23,8,2007,2013,7,48.95104895104895,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
947,IA Cockbain,2022-2022,9,286,40.85,138.83,24,10,2022,2022,1,54.54545454545454,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
948,Parameeswaran S,2022-2024,16,286,23.83,106.71,19,11,2022,2024,3,49.65034965034965,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
949,IR Bell,2016-2019,11,285,35.62,125.0,25,6,2016,2019,4,47.719298245614034,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
950,V Devendran,2007-2007,10,285,31.66,136.36,32,14,2007,2007,1,74.3859649122807,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Elite Batter
951,RJ Gibson,2016-2023,29,285,15.0,104.77,23,5,2016,2023,8,42.80701754385965,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
952,Muktar Ali,2012-2023,48,284,20.28,103.64,17,13,2012,2023,12,51.40845070422535,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
953,Kishan Lyngdoh,2021-2022,10,283,35.37,124.12,35,6,2021,2022,2,62.19081272084806,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
954,Anureet Singh,2009-2021,71,282,15.66,108.88,20,15,2009,2021,13,60.28368794326241,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
955,SR Hain,2023-2025,19,282,21.69,113.25,19,7,2023,2025,3,41.843971631205676,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Anchor
956,K Rabada,2016-2025,130,282,11.75,105.61,23,10,2016,2025,10,53.90070921985816,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
957,DLR Smith,2009-2014,31,282,11.75,98.94,32,5,2009,2014,6,56.02836879432624,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
958,RTM Mendis,2020-2024,30,280,23.33,151.35,20,13,2020,2024,5,56.42857142857143,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
959,NL McCullum,2007-2016,46,279,12.68,117.22,20,9,2007,2016,10,48.028673835125446,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
960,Abid Nabi,2007-2017,25,278,12.08,130.51,22,14,2007,2017,11,61.87050359712231,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
961,TC Bruce,2024-2024,9,278,46.33,128.11,22,11,2024,2024,1,55.39568345323741,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
962,S Nadeem,2007-2023,150,278,7.72,89.38,18,7,2007,2023,17,41.007194244604314,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
963,JB Ozukum,2021-2024,21,278,17.37,109.88,34,7,2021,2024,4,64.02877697841727,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
964,RR Das,2007-2010,15,277,19.78,128.83,29,5,2007,2010,4,52.707581227436826,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
965,LSM Keishangbam,2021-2023,19,276,18.4,77.52,16,2,2021,2023,3,27.536231884057973,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
966,MF Maharoof,2007-2014,31,276,17.25,124.32,16,13,2007,2014,8,51.449275362318836,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
967,J Overton,2023-2025,18,276,69.0,150.81,16,14,2023,2025,3,53.62318840579711,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor Finisher
968,Samiullah Shinwari,2010-2025,29,276,13.8,116.94,25,8,2010,2025,16,53.62318840579711,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
969,Dhruv Singh,2007-2013,25,275,21.15,100.36,23,2,2007,2013,7,37.81818181818182,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
970,AS Naidu,2007-2011,14,275,21.15,107.84,25,4,2007,2011,5,45.09090909090909,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
971,A Rana,2010-2022,22,275,14.47,97.86,31,7,2010,2022,13,60.36363636363637,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
972,SD Jogiyani,2007-2015,19,273,16.05,97.15,38,3,2007,2015,9,62.27106227106227,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
973,BB Lather,2021-2024,24,273,24.81,125.8,19,18,2021,2024,4,67.3992673992674,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
974,Mohammad Amir,2009-2024,189,273,7.37,104.59,24,9,2009,2024,16,54.94505494505495,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
975,JM Kemp,2007-2014,22,272,38.85,124.2,15,14,2007,2014,8,52.94117647058824,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
976,SB Wagh,2007-2021,63,272,14.31,98.19,16,7,2007,2021,15,38.970588235294116,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
977,HH Zhimomi,2019-2024,32,272,13.6,85.0,20,6,2019,2024,6,42.64705882352941,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
978,Al-Amin,2015-2023,29,270,13.5,112.03,25,8,2015,2023,9,54.81481481481482,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
979,Munim Shahriar,2022-2025,14,270,20.76,122.72,27,14,2022,2025,4,71.11111111111111,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Explosive Finisher
980,MD Rahmatullah,2019-2021,16,270,22.5,121.07,16,14,2019,2021,3,54.81481481481482,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
981,Sachin K Singh,2021-2024,24,270,16.87,111.57,28,4,2021,2024,4,50.37037037037037,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
982,Yasir Khan,2022-2024,14,270,20.76,126.16,34,7,2022,2024,3,65.92592592592592,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
983,DR Behera,2009-2017,39,269,13.45,122.27,23,9,2009,2017,9,54.27509293680297,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
984,PK Kumar,2021-2024,19,269,20.69,132.51,12,18,2021,2024,4,57.99256505576208,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
985,M Sidhana,2009-2016,22,269,16.81,104.66,24,2,2009,2016,8,40.14869888475837,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
986,V Dhankhar,2023-2024,12,268,22.33,128.84,26,13,2023,2024,2,67.91044776119402,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
987,Nitin Sharma,2019-2022,24,267,15.7,134.17,18,13,2019,2022,4,56.17977528089888,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
988,MG Patel,2019-2024,17,267,20.53,124.18,26,8,2019,2024,6,56.92883895131086,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
989,TS Rogers,2017-2025,61,267,19.07,117.1,17,11,2017,2025,9,50.187265917603,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
990,TP Singh,2007-2011,17,267,15.7,107.66,24,4,2007,2011,5,44.9438202247191,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
991,S Chaubey,2016-2023,25,265,14.72,114.22,14,12,2016,2023,8,48.301886792452834,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
992,MG Johnson,2007-2018,95,265,13.94,110.41,20,9,2007,2018,12,50.56603773584906,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
993,VM Sai,2007-2013,19,265,14.72,92.65,27,4,2007,2013,7,49.81132075471698,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
994,S Abbas Ali,2007-2013,19,264,15.52,100.76,25,10,2007,2013,7,60.60606060606061,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
995,Darwish Rasooli,2019-2025,14,264,22.0,120.54,18,11,2019,2025,7,52.27272727272727,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
996,Aman Hakim Khan,2021-2023,25,263,15.47,136.26,22,15,2021,2023,3,67.68060836501901,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
997,AN Ghosh,2007-2018,20,263,18.78,100.0,20,2,2007,2018,12,34.98098859315589,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
998,Irfan Khan,2023-2024,17,263,32.87,138.42,27,8,2023,2024,2,59.31558935361216,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor Finisher
999,N Lamichaney,2019-2024,30,263,11.43,70.69,25,1,2019,2024,6,40.3041825095057,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1000,PJ Sangwan,2007-2023,102,262,11.9,108.26,26,7,2007,2023,17,55.72519083969466,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1001,Natraj Behera,2007-2014,16,261,17.4,105.66,26,5,2007,2014,8,51.34099616858238,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1002,RS Ricky,2007-2007,10,261,32.62,110.59,26,4,2007,2007,1,49.042145593869726,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1003,Lalhmangaiha,2019-2022,21,260,13.68,73.44,35,3,2019,2022,4,60.76923076923077,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1004,A Lyth,2012-2023,19,260,14.44,115.55,25,9,2012,2023,12,59.23076923076923,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1005,Mirza Baig,2023-2024,12,260,21.66,123.22,30,10,2023,2024,2,69.23076923076923,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Power Hitter
1006,T Bavuma,2013-2024,18,259,18.5,111.15,19,7,2013,2024,12,45.559845559845556,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1007,SS Mondal,2011-2016,23,259,19.92,111.15,23,5,2011,2016,6,47.10424710424711,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1008,S Narwal,2009-2014,32,259,19.92,158.89,19,14,2009,2014,6,61.77606177606177,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1009,D Potgieter,2023-2025,23,259,37.0,158.89,20,16,2023,2025,3,67.95366795366795,True,True,True,False,Inexperienced Elite Batter,Inexperienced Elite Batter
1010,P Tamang,2019-2024,41,259,7.19,67.09,28,4,2019,2024,6,52.509652509652504,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1011,S van Zyl,2009-2020,16,259,21.58,119.35,16,9,2009,2020,12,45.559845559845556,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1012,GC Viljoen,2013-2025,42,259,13.63,114.09,18,13,2013,2025,13,57.91505791505791,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1013,YJ Nahar,2019-2022,17,259,17.26,115.62,24,11,2019,2022,4,62.54826254826254,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1014,HP Agarwal,2016-2021,20,258,14.33,95.91,13,10,2016,2021,6,43.41085271317829,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1015,Varun Sood,2013-2021,30,258,25.8,108.4,18,10,2013,2021,9,51.162790697674424,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1016,JJ Cobb,2011-2016,20,257,16.06,126.6,19,14,2011,2016,6,62.2568093385214,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1017,Bharat Sharma,2021-2024,11,256,25.6,145.45,29,13,2021,2024,4,75.78125,True,True,True,False,Inexperienced Elite Batter,Inexperienced Explosive Finisher
1018,Ankur Malik,2022-2024,20,255,23.18,88.23,25,5,2022,2024,3,50.98039215686274,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1019,AV Kolhar,2013-2019,14,255,21.25,113.83,32,1,2013,2019,7,52.54901960784314,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1020,SZ Mulani,2018-2024,51,255,15.0,123.78,26,6,2018,2024,7,54.90196078431373,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1021,GSNFG Jayasuriya,2013-2024,20,254,15.87,94.42,20,8,2013,2024,12,50.39370078740157,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1022,K Kushagra,2021-2024,22,254,14.94,125.12,12,15,2021,2024,4,54.330708661417326,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1023,KS Rathore,2022-2023,12,254,36.28,138.04,19,9,2022,2023,2,51.181102362204726,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
1024,S Rupero,2019-2024,27,254,12.09,69.78,22,3,2019,2024,6,41.732283464566926,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1025,Jyotsnil Singh,2022-2023,11,253,23.0,126.5,28,8,2022,2023,2,63.24110671936759,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1026,WTS Porterfield,2009-2016,15,253,21.08,104.97,25,5,2009,2016,8,51.38339920948617,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1027,Ashar Zaidi,2015-2016,17,252,28.0,121.73,20,10,2015,2016,2,55.55555555555556,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1028,RM Fernandez,2010-2013,15,252,31.5,92.98,16,4,2010,2013,4,34.92063492063492,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1029,Muhammad Waseem,2022-2024,10,252,28.0,124.13,15,14,2022,2024,3,57.14285714285714,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1030,K Sumanth,2016-2021,26,252,12.6,110.52,17,4,2016,2021,6,36.507936507936506,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1031,J Avendano,2019-2022,19,251,14.76,112.55,17,14,2019,2022,4,60.55776892430279,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1032,HR Barad,2013-2021,24,251,13.94,107.72,20,8,2013,2021,9,50.99601593625498,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1033,Adil Reshi,2011-2019,19,250,13.15,100.4,26,7,2011,2019,9,58.4,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1034,M Kaushik,2019-2024,14,250,19.23,97.65,30,8,2019,2024,6,67.2,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1035,J Liyanage,2021-2024,16,250,19.23,124.37,24,6,2021,2024,4,52.800000000000004,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1036,AA Nandi,2010-2021,39,250,19.23,123.15,25,8,2010,2021,12,59.199999999999996,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1037,PI Walter,2023-2025,22,250,16.66,127.55,26,8,2023,2025,3,60.8,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1038,TT Bresnan,2010-2018,33,249,24.9,138.33,22,10,2010,2018,9,59.43775100401606,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
1039,B Sumanth,2007-2015,19,249,27.66,122.66,15,7,2007,2015,9,40.963855421686745,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1040,CN Ackermann,2021-2024,16,248,16.53,103.76,18,6,2021,2024,4,43.54838709677419,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1041,AU Rashid,2009-2024,70,247,20.58,125.38,25,6,2009,2024,16,55.06072874493927,False,False,False,False,Inexperienced Balanced Batter,Experienced Balanced Batter
1042,KV Siddharth,2019-2024,15,246,27.33,131.55,23,9,2019,2024,6,59.34959349593496,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1043,SK Wath,2017-2022,18,246,13.66,107.89,32,5,2017,2022,6,64.22764227642277,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1044,Amit Kumar,2013-2021,26,245,11.66,97.6,24,5,2013,2021,9,51.42857142857142,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1045,HM Patel,2019-2024,20,245,30.62,130.31,19,12,2019,2024,6,60.40816326530612,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Anchor Finisher
1046,Ravikant Shukla,2007-2013,15,245,17.5,107.45,19,7,2007,2013,7,48.16326530612245,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1047,A Gaud,2021-2024,14,244,17.42,119.02,22,12,2021,2024,4,65.57377049180327,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1048,SM Jain,2016-2024,18,244,16.26,115.09,19,9,2016,2024,9,53.278688524590166,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1049,Neelam Obi,2019-2023,22,244,11.09,66.3,29,4,2019,2023,5,57.377049180327866,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1050,R Chouhan,2019-2023,21,243,16.2,119.7,18,9,2019,2023,5,51.85185185185185,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1051,Sohag Gazi,2012-2025,73,243,10.56,98.38,18,7,2012,2025,14,46.913580246913575,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1052,RR Biswa,2019-2022,20,242,12.1,88.64,32,5,2019,2022,4,65.28925619834712,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1053,DAS Gunaratne,2019-2023,17,242,22.0,123.46,22,5,2019,2023,5,48.760330578512395,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1054,Lalhruaizela,2019-2023,28,242,11.52,58.03,14,4,2019,2023,5,33.057851239669425,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1055,Shahadat Hossain (3),2024-2025,14,242,24.2,105.21,24,6,2024,2025,2,54.54545454545454,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1056,AN Ahmed,2007-2021,80,241,8.6,111.57,14,11,2007,2021,15,50.62240663900415,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1057,Anshuman Rath,2016-2022,13,241,21.9,91.28,21,1,2016,2022,7,37.344398340248965,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1058,DG Bedingham,2025-2025,13,241,20.08,119.9,28,2,2025,2025,1,51.45228215767634,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1059,MJ Clarke,2007-2012,22,241,13.38,93.77,22,1,2007,2012,6,39.004149377593365,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1060,SR Lumba,2014-2019,21,240,16.0,105.26,8,14,2014,2019,6,48.333333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1061,DG Pathania,2017-2022,40,240,20.0,131.14,15,12,2017,2022,6,55.00000000000001,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1062,Tahir Khan,2007-2013,14,240,17.14,97.95,28,1,2007,2013,7,49.166666666666664,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1063,T Ravi Teja,2017-2024,42,239,9.95,107.17,18,7,2017,2024,8,47.69874476987448,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1064,Mohammad Wasim (1),2021-2025,61,238,11.33,120.2,18,14,2021,2025,5,65.54621848739495,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1065,AJ Nair,2016-2022,35,238,19.83,118.4,14,7,2016,2022,7,41.17647058823529,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1066,DW Lawrence,2020-2025,12,237,21.54,128.8,24,8,2020,2025,6,60.75949367088608,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
1067,DT Patil,2007-2010,14,237,18.23,113.94,29,2,2007,2010,4,54.008438818565395,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1068,Hardeep Singh,2007-2014,15,236,16.85,95.93,19,4,2007,2014,8,42.3728813559322,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1069,Nadif Chowdhury,2007-2022,34,236,11.8,99.15,10,11,2007,2022,16,44.91525423728814,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1070,J Lalthankhuma,2021-2024,25,235,11.75,75.32,16,2,2021,2024,4,32.340425531914896,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1071,SH Marathe,2010-2014,8,235,33.57,134.28,27,6,2010,2014,5,61.27659574468085,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Versatile Batter
1072,ST Paul,2022-2024,11,235,23.5,142.42,20,13,2022,2024,3,67.23404255319149,True,True,True,False,Inexperienced Elite Batter,Inexperienced Explosive Finisher
1073,GB Gaikwad,2009-2013,18,234,21.27,112.5,16,6,2009,2013,5,42.73504273504273,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1074,RR Rathod,2019-2023,16,234,23.4,126.48,14,10,2019,2023,5,49.572649572649574,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1075,Abu Hider,2015-2025,76,233,12.94,116.5,16,13,2015,2025,11,60.94420600858369,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1076,Kuldeep Yadav,2014-2024,126,233,15.53,88.25,21,3,2014,2024,11,43.776824034334766,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1077,Mujeeb Ur Rahman,2017-2025,151,233,8.03,103.09,18,9,2017,2025,9,54.077253218884124,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1078,S Sriram,2007-2011,15,233,21.18,99.57,16,2,2007,2011,5,32.61802575107296,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1079,RD Chahar,2017-2024,121,232,9.66,103.57,21,7,2017,2024,8,54.310344827586206,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1080,GD Elliott,2016-2017,27,232,13.64,106.91,14,7,2016,2017,2,42.241379310344826,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1081,Arafat Sunny,2012-2025,106,231,12.83,84.0,15,4,2012,2025,14,36.36363636363637,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1082,S Sanyal,2007-2014,23,231,33.0,129.05,22,4,2007,2014,8,48.484848484848484,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1083,R McLaren,2009-2013,23,230,25.55,96.63,23,2,2009,2013,5,45.21739130434783,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1084,P Girinath Reddy,2016-2022,22,228,19.0,135.71,12,14,2016,2022,7,57.89473684210527,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1085,Haris Sohail,2012-2019,13,228,22.8,89.76,20,4,2012,2019,8,45.614035087719294,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1086,WA Mota,2007-2010,21,228,15.2,91.56,19,3,2007,2010,4,41.228070175438596,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1087,Akbar Ali,2022-2025,27,227,17.46,118.22,18,11,2022,2025,4,60.792951541850215,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1088,MH Cross,2016-2024,18,227,16.21,93.8,16,7,2016,2024,9,46.69603524229075,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1089,SK Springer,2016-2024,30,227,15.13,102.25,13,9,2016,2024,9,46.69603524229075,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
