Unnamed: 0,player,span,mat,wickets,econ,sr,start_year,end_year,career_length,is_wicket_taker,is_economist,is_experienced,role,predicted_role
1868,JL Ontong,2009-2014,12,3,8.58,34.0,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1869,KD Pandey,2022-2024,8,3,10.7,20.0,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1870,M Pasha,2007-2007,6,3,7.74,28.6,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1871,M Perry,2021-2025,3,3,10.5,16.0,2021,2025,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1872,GD Phillips,2017-2024,87,3,9.7,34.0,2017,2024,8,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1873,DL Piedt,2014-2025,2,3,7.02,11.6,2014,2025,12,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1874,K Pitman,2023-2024,3,3,10.22,14.6,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1875,JE Poysden,2018-2018,2,3,6.0,16.0,2018,2018,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1876,Rakesh Kumar,2009-2009,3,3,6.17,22.3,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1877,AR Rana,2024-2024,3,3,5.83,12.0,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1878,DB Rangi,2021-2022,8,3,7.1,29.0,2021,2022,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1879,Ravi Kumar Yadav,2024-2024,4,3,6.27,22.0,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1880,RR Rossouw,2009-2025,214,3,5.64,11.3,2009,2025,17,False,True,True,Experienced Economist,Experienced Economist
1881,Saad Nasim,2014-2018,14,3,6.75,16.0,2014,2018,5,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1882,VK Saha,2016-2023,6,3,7.82,34.0,2016,2023,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1883,Sahban Khan,2022-2022,6,3,5.85,27.3,2022,2022,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1884,Sahil Lotra,2023-2024,8,3,6.85,42.0,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1885,PS Sairam,2019-2019,6,3,7.0,32.0,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1886,EN Sanketh,2021-2023,4,3,7.8,20.0,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1887,AR Sharma,2018-2025,33,3,9.96,17.6,2018,2025,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1888,RS Sharma,2021-2021,3,3,8.0,22.0,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1889,SS Shaurya,2013-2014,4,3,5.89,18.6,2013,2014,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1890,S Shekhar,2019-2019,3,3,6.76,21.0,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1891,B Shikongo,2021-2024,5,3,10.75,16.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1892,SS Shinde,2016-2018,4,3,8.91,22.6,2016,2018,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1893,HV Shitoot,2007-2009,7,3,7.63,22.0,2007,2009,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1894,Shykat Ali,2013-2024,25,3,8.76,34.6,2013,2024,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1895,AAS Silva,2011-2011,1,3,7.25,8.0,2011,2011,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1896,Simi Singh,2021-2022,7,3,8.7,40.0,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1897,CJ Simmons,2014-2015,24,3,6.28,28.0,2014,2015,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1898,RK Singh,2014-2025,124,3,10.08,24.0,2014,2025,12,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1899,TK Singh,2019-2022,9,3,10.15,52.0,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1900,VK Singh,2023-2024,13,3,7.6,56.0,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1901,TAM Siriwardana,2011-2020,12,3,8.94,36.0,2011,2020,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1902,MK Sivakumar,2007-2010,4,3,9.22,18.0,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1903,DI Stevens,2012-2015,25,3,7.5,32.0,2012,2015,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1904,C Stow,2025-2025,2,3,7.75,16.0,2025,2025,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1905,Syed Rasel,2007-2012,8,3,8.6,46.0,2007,2012,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1906,P Tapaswi,2021-2023,5,3,8.37,32.0,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1907,YB Tembhare,2015-2015,3,3,7.87,16.0,2015,2015,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1908,BM Tickner,2022-2022,3,3,9.71,21.0,2022,2022,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1909,AS Tiwari,2016-2018,6,3,8.23,37.6,2016,2018,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1910,S Upadhyay,2007-2009,6,3,5.09,22.0,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1911,PS Valsangkar,2018-2019,8,3,8.0,54.0,2018,2019,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1912,SC van Schalkwyk,2009-2024,7,3,9.06,33.3,2009,2024,16,False,False,False,Inexperienced Balanced Bowler,Experienced Balanced Bowler
1913,N Vanua,2021-2024,6,3,5.37,16.0,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1914,PR Veer,2023-2023,2,3,5.16,12.0,2023,2023,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1915,AS Verma,2007-2010,9,3,7.21,28.0,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1916,Vikas Kumar,2024-2024,3,3,6.16,24.0,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1917,I Wardlaw,2012-2012,2,3,5.75,16.0,2012,2012,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1918,RM West,2009-2009,5,3,7.47,38.0,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1919,GH Worker,2010-2019,11,3,8.06,38.6,2010,2019,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1920,AD Yadav,2010-2010,2,3,6.8,10.0,2010,2010,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1921,B Yeswanth,2024-2024,3,3,8.31,23.3,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1922,Codi Yusuf,2023-2024,5,3,9.78,33.3,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1923,HH Zhimomi,2019-2024,32,3,9.0,18.0,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1924,Zohaib Khan,2016-2017,8,3,8.52,46.0,2016,2017,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1925,V Boon,2007-2007,3,2,9.6,15.0,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1926,SY Veragi,2009-2009,4,2,7.5,42.0,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1927,Z Sofi,2011-2016,5,2,7.35,40.0,2011,2016,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1928,SR Mohanty,2022-2022,5,2,8.4,15.0,2022,2022,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1929,RJ Pinto,2009-2016,11,2,9.5,6.0,2009,2016,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1930,DS Attri,2009-2009,2,2,7.5,24.0,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1931,Aayan Afzal Khan,2022-2022,3,2,4.75,24.0,2022,2022,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1932,TB Abell,2019-2025,32,2,9.45,20.0,2019,2025,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1933,Abid Salam,2010-2010,3,2,5.0,24.0,2010,2010,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1934,Adil Ayub Tunda,2024-2024,5,2,12.3,30.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1935,K Ajay Singh,2016-2016,2,2,7.0,21.0,2016,2016,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1936,TP Allen,2016-2016,6,2,12.0,21.0,2016,2016,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1937,Amit Kumar,2013-2013,5,2,10.88,27.0,2013,2013,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1938,S Anand,2019-2021,9,2,7.0,6.0,2019,2021,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1939,AG Chouhan,2022-2022,3,2,7.4,15.0,2022,2022,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1940,Ankit Soni,2017-2017,7,2,7.92,54.5,2017,2017,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1941,Aqib Ilyas,2021-2024,7,2,7.05,57.0,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1942,MP Arjun,2007-2010,8,2,7.78,60.5,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1943,Arpit Pannu,2021-2021,3,2,7.75,36.0,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1944,KB Arun Karthik,2009-2024,101,2,11.0,12.0,2009,2024,16,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1945,MA Ashraf,2012-2012,4,2,8.82,25.5,2012,2012,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1946,Asif Ali,2013-2024,141,2,9.0,9.0,2013,2024,12,False,False,True,Experienced Balanced Bowler,Experienced Wicket Taker
1947,Asif Hasan,2015-2019,6,2,6.16,54.0,2015,2019,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1948,SK Atai,2021-2021,3,2,7.0,15.0,2021,2021,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1949,JJ Athanaze,2014-2014,3,2,9.0,15.0,2014,2014,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1950,Ayaan Khan,2016-2024,7,2,7.8,15.0,2016,2024,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1951,A Baloria,2009-2009,5,2,7.33,27.0,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1952,KG Bam,2019-2021,6,2,9.97,34.0,2019,2021,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1953,SJ Barman,2018-2018,4,2,7.13,45.0,2018,2018,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1954,M Bean,2025-2025,2,2,9.62,24.0,2025,2025,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1955,F Behardien,2012-2016,20,2,6.75,12.0,2012,2016,5,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1956,K Bhagath Varma,2022-2022,5,2,5.81,33.0,2022,2022,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1957,JB Bhattacharjee,2017-2017,3,2,8.9,15.5,2017,2017,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1958,ND Bills,2012-2012,1,2,11.0,12.0,2012,2012,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1959,C Bishnoi,2016-2022,50,2,7.5,24.0,2016,2022,7,False,True,False,Inexperienced Economist,Inexperienced Balanced Bowler
1960,JG Bista,2015-2023,34,2,7.41,36.0,2015,2023,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1961,JAR Blain,2007-2007,2,2,5.75,12.0,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1962,Bobby Yadav,2019-2019,3,2,7.7,30.0,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1963,UU Bose,2013-2021,43,2,8.16,25.0,2013,2021,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1964,GB Brent,2007-2007,2,2,7.57,21.0,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1965,JS Buckingham,2025-2025,3,2,9.6,30.0,2025,2025,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1966,S Burger,2010-2010,1,2,8.25,12.0,2010,2010,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1967,RJ Campbell,2016-2016,3,2,6.8,30.0,2016,2016,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1968,JC Carmichael,2022-2023,8,2,9.95,42.5,2022,2023,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1969,K Carver,2018-2018,1,2,7.25,12.0,2018,2018,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1970,P Chamoli,2019-2019,3,2,10.65,29.0,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1971,P Chandila,2016-2022,25,2,8.5,24.0,2016,2022,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1972,V Chanwaria,2011-2014,2,2,7.0,18.0,2011,2014,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1973,J Charles,2012-2024,197,2,11.04,12.5,2012,2024,13,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1974,D Chauhan,2007-2009,4,2,7.0,27.0,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1975,HM Chauhan,2024-2024,2,2,7.57,21.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1976,PR Chauhan,2019-2022,9,2,9.71,21.0,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1977,HB Chetri,2021-2024,12,2,9.85,21.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
