Unnamed: 0,player,span,mat,wickets,econ,sr,start_year,end_year,career_length,is_wicket_taker,is_economist,is_experienced,role,predicted_role
992,JW Dernbach,2011-2019,13,12,9.97,22.0,2011,2019,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
993,CJD de Villiers,2009-2012,8,12,7.08,12.0,2009,2012,4,False,True,False,Inexperienced Economist,Inexperienced Economist
994,GH Dockrell,2010-2024,22,12,7.47,18.5,2010,2024,15,False,True,False,Inexperienced Economist,Experienced Economist
995,RT D'Souza,2009-2015,20,12,7.32,26.7,2009,2015,7,False,True,False,Inexperienced Economist,Inexperienced Economist
996,JN Frylinck,2021-2024,14,12,7.16,16.7,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
997,Gagandeep Singh,2007-2008,14,12,7.25,25.5,2007,2008,2,False,True,False,Inexperienced Economist,Inexperienced Economist
998,DD Gaonkar,2015-2024,45,12,8.63,28.5,2015,2024,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
999,Gulbadin Naib,2012-2024,31,12,8.04,21.2,2012,2024,13,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1000,Hasan Murad,2022-2025,13,12,8.18,21.5,2022,2025,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1001,Imran Khan,2021-2022,10,12,8.63,17.8,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1002,Jaskaran Singh,2014-2018,15,12,8.03,26.0,2014,2018,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1003,Kamran Khan,2009-2011,11,12,8.65,17.3,2009,2011,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1004,JJ Khan,2010-2015,9,12,7.44,17.0,2010,2015,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1005,SN Khanolkar,2007-2012,21,12,7.11,21.5,2007,2012,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1006,Kuldeep Sharma,2009-2011,11,12,5.58,20.5,2009,2011,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1007,M Labuschagne,2017-2025,28,12,9.72,14.0,2017,2025,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1008,AM Makda,2007-2010,14,12,6.66,25.5,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1009,Md Saptulla,2021-2024,27,12,8.68,33.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1010,Nischal Gaur,2007-2007,5,12,5.85,10.0,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1011,A Palkar,2021-2022,9,12,8.16,13.4,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1012,V Panwar,2024-2024,9,12,7.88,18.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1013,JK Parmar,2018-2019,7,12,8.37,11.1,2018,2019,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1014,SS Paul,2007-2007,8,12,5.9,15.5,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1015,M Prabhu,2010-2014,12,12,6.6,22.5,2010,2014,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1016,Prince Yadav,2024-2025,10,12,7.99,17.5,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1017,PM Pushpakumara,2020-2023,11,12,8.22,13.5,2020,2023,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1018,Samiullah Shinwari,2010-2025,29,12,7.19,34.0,2010,2025,16,False,True,False,Inexperienced Economist,Experienced Economist
1019,NS Shaikh,2017-2022,45,12,5.89,18.9,2017,2022,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1020,G Sharma,2007-2016,24,12,6.66,26.4,2007,2016,10,False,True,False,Inexperienced Economist,Inexperienced Economist
1021,Shiva Singh,2019-2023,22,12,6.87,37.0,2019,2023,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1022,HR Shokeen,2022-2023,18,12,8.54,22.5,2022,2023,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1023,L Sipamla,2025-2025,9,12,8.26,16.0,2025,2025,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1024,JT Smuts,2011-2025,33,12,7.86,25.0,2011,2025,15,False,False,False,Inexperienced Balanced Bowler,Experienced Balanced Bowler
1025,Susheel Kumar,2022-2024,13,12,9.23,21.6,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1026,N Tanwar,2018-2024,16,12,7.77,21.9,2018,2024,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1027,RA Tripathi,2013-2025,159,12,7.5,19.0,2013,2025,13,False,True,True,Experienced Economist,Experienced Balanced Bowler
1028,T Vijay,2023-2024,8,12,6.0,15.5,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1029,PS Vijayran,2015-2022,21,12,8.03,26.2,2015,2022,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1030,SC Williams,2014-2024,26,12,6.67,23.0,2014,2024,11,False,True,False,Inexperienced Economist,Inexperienced Economist
1031,Jai P Yadav,2009-2011,12,12,7.31,22.0,2009,2011,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1032,S Yadav,2009-2014,17,12,6.84,28.9,2009,2014,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1033,Abhishek Yadav,2016-2024,24,11,7.33,18.4,2016,2024,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1034,SSD Arachchige,2020-2024,24,11,7.92,15.2,2020,2024,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1035,MD Bates,2011-2012,7,11,6.07,14.1,2011,2012,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1036,RR Batham,2019-2024,15,11,7.05,23.2,2019,2024,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1037,RR Bose,2007-2009,11,11,8.56,21.2,2007,2009,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1038,L Bowe,2017-2020,14,11,8.66,21.2,2017,2020,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1039,RP Burl,2019-2025,38,11,8.04,24.5,2019,2025,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1040,TL Chatara,2014-2022,13,11,6.72,24.0,2014,2022,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1041,JR Coleman,2018-2020,10,11,7.18,13.8,2018,2020,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1042,AR Cusack,2009-2014,12,11,9.18,17.4,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1043,PP Das,2012-2023,55,11,7.04,24.5,2012,2023,12,False,True,True,Experienced Economist,Experienced Economist
1044,DYA Davis,2015-2024,13,11,7.9,16.3,2015,2024,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1045,M Diwakar,2007-2009,7,11,7.5,13.4,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1046,FY Fazal,2007-2019,65,11,7.22,14.7,2007,2019,13,False,True,True,Experienced Economist,Inexperienced Elite Bowler
1047,D Ferreira,2023-2025,35,11,5.87,16.9,2023,2025,3,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1048,Ghulam Mudassar,2017-2022,12,11,10.51,21.6,2017,2022,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1049,DAS Gunaratne,2019-2023,17,11,8.33,19.8,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1050,M Gupta,2017-2018,9,11,6.75,14.4,2017,2018,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1051,P Gupta,2009-2014,12,11,7.87,22.3,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1052,C Hemraj,2018-2023,46,11,7.04,20.8,2018,2023,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1053,T Hinds,2018-2024,14,11,9.63,21.4,2018,2024,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1054,D Kalyankrishna,2007-2010,12,11,8.82,21.8,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1055,JJ Krejza,2011-2013,11,11,8.52,20.7,2011,2013,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1056,G Lalbiakvela,2019-2023,28,11,9.49,36.5,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1057,MK Lomror,2017-2024,107,11,7.48,44.7,2017,2024,8,False,True,True,Experienced Economist,Experienced Economist
1058,D Mahajan,2007-2011,17,11,7.3,16.3,2007,2011,5,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1059,MG Gawas,2013-2017,14,11,8.62,21.8,2013,2017,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1060,MS Redkar,2023-2024,13,11,8.3,19.6,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1061,WA Mota,2007-2010,21,11,7.18,22.6,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1062,M Mudhasir,2013-2018,12,11,7.32,21.4,2013,2018,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1063,A Mukund,2008-2018,35,11,5.77,9.5,2008,2018,11,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1064,Naeem Islam jnr,2013-2017,14,11,7.43,22.3,2013,2017,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1065,Narender Kumar,2007-2013,23,11,7.2,33.8,2007,2013,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1066,V Nigam,2024-2025,10,11,7.93,17.4,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1067,S Nirmohi,2015-2021,13,11,7.88,24.0,2015,2021,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1068,K Panchal,2007-2013,21,11,7.13,21.1,2007,2013,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1069,NK Patel,2007-2013,37,11,8.67,20.1,2007,2013,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1070,PS Poonia,2023-2024,11,11,8.5,20.7,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1071,PR Prem,2007-2019,57,11,6.38,24.0,2007,2019,13,False,True,True,Experienced Economist,Inexperienced Economist
1072,Ruyel Miah,2022-2025,12,11,8.71,21.2,2022,2025,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1073,Dipu Sangma,2021-2024,15,11,7.57,21.4,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1074,AA Sanklecha,2007-2017,9,11,8.55,17.7,2007,2017,11,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1075,Sarandeep Singh,2007-2009,10,11,6.26,18.5,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1076,KS Shahabuddin,2007-2013,16,11,7.21,28.6,2007,2013,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1077,Shantanu Pitre,2007-2007,7,11,6.7,14.7,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1078,BB Sharma,2021-2023,12,11,7.11,24.0,2021,2023,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1079,WD Sheridan,2011-2013,13,11,8.43,17.4,2011,2013,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1080,DH Soni,2021-2022,8,11,8.53,15.0,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1081,Sonu Singh,2016-2019,9,11,7.98,16.4,2016,2019,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1082,OP Stone,2023-2024,10,11,9.54,18.0,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1083,MD Sultan Karim,2019-2023,22,11,9.36,17.1,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1084,A Taide,2019-2024,52,11,5.96,15.2,2019,2024,6,False,True,True,Experienced Economist,Inexperienced Elite Bowler
1085,KM Thakor,2014-2014,7,11,6.66,13.0,2014,2014,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1086,PD Trego,2009-2012,20,11,9.38,25.8,2009,2012,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1087,Tripuresh Singh,2024-2024,8,11,7.97,13.5,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1088,G Upadhyaya,2007-2014,19,11,7.2,21.2,2007,2014,8,False,True,False,Inexperienced Economist,Inexperienced Economist
1089,PC Valthaty,2009-2013,34,11,8.3,22.4,2009,2013,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1090,N Vimukthi,2021-2024,8,11,6.96,14.1,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1091,AN Yadav,2013-2021,14,11,7.36,16.8,2013,2021,9,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1092,S Ladda,2010-2016,13,10,8.41,23.4,2010,2016,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1093,N Niyas,2009-2016,8,10,7.59,16.2,2009,2016,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1094,RL Mali,2009-2016,7,10,8.32,11.6,2009,2016,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1095,S Pandey,2018-2021,12,10,8.96,23.5,2018,2021,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1096,Akash Sudan,2016-2023,9,10,9.17,13.8,2016,2023,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1097,Anand Singh,2009-2021,27,10,8.35,27.0,2009,2021,13,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1098,AV Ankolekar,2021-2024,15,10,5.93,29.4,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1099,SV Bahutule,2007-2011,12,10,6.92,23.4,2007,2011,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1100,KP Bhikane,2010-2011,12,10,8.09,26.4,2010,2011,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1101,RR Chahar,2010-2013,11,10,7.97,21.3,2010,2013,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1102,PC Dadhe,2017-2023,13,10,8.11,25.5,2017,2023,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1103,SS Das,2014-2024,23,10,8.03,31.2,2014,2024,11,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1104,D du Preez,2009-2010,8,10,9.1,16.8,2009,2010,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1105,AL Fekete,2013-2020,15,10,10.16,23.9,2013,2020,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1106,A Flintoff,2007-2015,15,10,8.56,24.6,2007,2015,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1107,K Goel,2007-2013,44,10,7.02,19.3,2007,2013,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1108,Gurvinder Singh,2013-2019,9,10,5.35,12.0,2013,2019,7,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1109,CS Hopongkyu,2021-2024,13,10,8.95,20.3,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1110,Izharulhaq Naveed,2022-2023,13,10,8.38,30.0,2022,2023,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1111,TP Kaber,2024-2025,9,10,8.05,12.0,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1112,S Randiv,2010-2013,14,10,7.97,27.6,2010,2013,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1113,FJ Klaassen,2021-2022,11,10,6.0,23.5,2021,2022,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1114,AA Kulkarni,2023-2024,14,10,9.53,20.7,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1115,BJ McCarthy,2022-2024,10,10,8.03,21.2,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1116,Mohammad Umar,2021-2023,10,10,9.47,20.9,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1117,R Mondol,2023-2025,11,10,9.13,22.2,2023,2025,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1118,Mohor Sheikh,2019-2025,11,10,9.25,17.9,2019,2025,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1119,JM Muirhead,2012-2018,11,10,8.1,17.4,2012,2018,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1120,Nabam Tempol,2019-2024,16,10,8.57,16.8,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1121,F O'Neill,2024-2025,10,10,7.19,20.1,2024,2025,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1122,D Olivier,2020-2020,9,10,10.16,15.7,2020,2020,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1123,Akshat R Pandey,2016-2024,21,10,9.43,32.7,2016,2024,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1124,MK Pandey,2007-2025,276,10,7.57,16.8,2007,2025,19,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1125,H Parab,2019-2024,10,10,9.71,16.8,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1126,A Phillip,2016-2022,20,10,9.45,26.4,2016,2022,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1127,Qazi Onik,2017-2023,9,10,9.24,14.8,2017,2023,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1128,SA Roy,2012-2024,53,10,6.4,15.0,2012,2024,13,False,True,True,Experienced Economist,Inexperienced Elite Bowler
1129,Saim Ayub,2021-2024,52,10,7.67,17.9,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1130,BP Sandeep,2013-2021,47,10,6.97,41.4,2013,2021,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1131,BM Scholtz,2021-2024,14,10,6.33,23.4,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1132,KS Sharma,2021-2024,29,10,6.32,16.8,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1133,RR Simmonds,2022-2024,12,10,8.7,19.5,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1134,MJ Suthar,2022-2024,15,10,7.05,25.6,2022,2024,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1135,AK Thakur,2007-2010,9,10,6.9,19.8,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1136,T Thushara,2009-2010,7,10,7.62,15.9,2009,2010,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1137,K Tripathi,2022-2024,8,10,7.0,15.6,2022,2024,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1138,DP Vijaykumar,2007-2010,18,10,8.17,34.2,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1139,Vishal Jayswal,2022-2024,9,10,7.62,16.2,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1140,LJ Wright,2007-2018,103,10,8.86,33.1,2007,2018,12,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1141,Zia-ul-Haq,2016-2024,10,10,8.54,18.6,2016,2024,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1142,NP Kenjige,2024-2024,10,9,7.6,19.1,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1143,Ahmed Daniyal,2021-2022,13,9,9.35,30.0,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1144,Ankur Malik,2022-2024,20,9,9.15,38.8,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1145,P Aziz,2007-2019,27,9,6.95,14.6,2007,2019,13,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1146,A Badoni,2021-2025,75,9,7.93,17.5,2021,2025,5,False,False,True,Experienced Balanced Bowler,Inexperienced Wicket Taker
1147,JT Ball,2021-2021,7,9,11.12,16.0,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1148,BM Chingakham,2022-2024,21,9,8.79,28.8,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1149,AS Desai,2013-2021,36,9,7.48,19.3,2013,2021,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1150,DR Deshmukh,2019-2019,7,9,9.92,17.3,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1151,T Doria,2019-2024,36,9,8.46,26.2,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1152,HS Dubey,2021-2024,16,9,6.78,30.6,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1153,SM Ervine,2012-2017,20,9,9.08,31.7,2012,2017,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1154,AD Galiem,2024-2025,14,9,10.1,21.4,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1155,S Ganga,2009-2013,14,9,7.76,28.0,2009,2013,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1156,SG Gehlot,2007-2012,8,9,6.92,18.6,2007,2012,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1157,BD Glover,2021-2022,5,9,6.26,9.8,2021,2022,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1158,AN Guleria,2023-2024,7,9,7.26,15.3,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1159,Gurjapneet Singh,2024-2024,5,9,9.82,11.3,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1160,SR Harmer,2023-2025,23,9,8.0,40.6,2023,2025,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1161,JM Holland,2009-2020,22,9,8.28,38.0,2009,2020,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1162,Ibtisam Sheikh,2018-2019,8,9,7.41,16.0,2018,2019,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1163,KA Jamieson,2021-2021,9,9,9.6,18.6,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1164,D Jansen,2022-2023,13,9,8.76,26.5,2022,2023,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1165,S Joseph,2023-2024,11,9,9.52,23.6,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1166,I Karthik Raman,2016-2019,8,9,10.64,11.3,2016,2019,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1167,Keshav Kumar,2007-2019,28,9,7.11,35.2,2007,2019,13,False,True,False,Inexperienced Economist,Inexperienced Economist
1168,RK Kleinveldt,2009-2014,9,9,9.61,19.5,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1169,MA Leask,2016-2024,16,9,7.79,22.6,2016,2024,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1170,PHKD Mendis,2020-2025,43,9,8.76,37.3,2020,2025,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1171,S Milenko,2014-2020,42,9,10.09,13.6,2014,2020,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1172,DS Mohanty,2007-2007,8,9,6.73,18.1,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1173,Mohit Rathee,2023-2024,13,9,7.9,29.7,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1174,D Mongia,2007-2007,10,9,6.05,22.6,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1175,DJM Moody,2019-2023,10,9,8.79,18.1,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1176,PWA Mulder,2023-2025,33,9,9.82,24.2,2023,2025,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1177,Nadeem Ahmed,2014-2016,6,9,6.78,13.6,2014,2016,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1178,R Negi,2009-2016,15,9,7.37,28.1,2009,2016,8,False,True,False,Inexperienced Economist,Inexperienced Economist
1179,T Neri,2019-2023,27,9,8.85,36.6,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1180,Nishan Singh,2017-2017,5,9,8.91,11.6,2017,2017,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1181,A Panwar,2024-2024,6,9,9.57,14.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1182,T Panyangara,2014-2016,6,9,7.69,15.3,2014,2016,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1183,SB Patra,2015-2015,4,9,7.72,7.3,2015,2015,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1184,DJ Pattinson,2012-2013,9,9,7.67,18.6,2012,2013,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1185,G Periyaswamy,2019-2021,9,9,7.54,14.2,2019,2021,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1186,MV Pithiya,2022-2024,16,9,6.4,21.3,2022,2024,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1187,DB Prasanth,2013-2021,48,9,7.7,20.6,2013,2021,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1188,GD Putland,2010-2016,14,9,8.38,29.3,2010,2016,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1189,DS Rathi,2024-2025,6,9,6.13,15.3,2024,2025,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1190,MT Renshaw,2018-2025,80,9,7.8,28.0,2018,2025,8,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
1191,Robiul Haque,2019-2023,11,9,9.94,25.0,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1192,JE Root,2012-2025,31,9,7.68,21.3,2012,2025,14,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1193,PM Sahani,2015-2023,53,9,7.69,22.0,2015,2023,9,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
